TIMESTAMP	HEAD He3	SENS HEAD He3	HEAD He4	SENS HEAD He4	PUMP He3	SENS PUMP He3	SWITCH He3	SENS SWITCH He3	PUMP He4	SENS PUMP He4	SWITCH He4	SENS SWITCH He4	Cernox	SENS Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1731677077	114.331	1017.30000	300.000	0.907	300.000	0.905	300.000	1028.240	300.000	0.910	300.000	0.906	118.227	52.624	0	0	0	0
1731677078	114.160	1017.40000	300.000	0.907	300.000	0.905	300.000	1028.260	300.000	0.910	300.000	0.906	118.217	52.627	0	0	0	0
1731677079	115.136	1017.20000	300.000	0.907	300.000	0.905	300.000	1028.210	300.000	0.910	300.000	0.906	118.262	52.616	0	0	0	0
1731677080	116.529	1017.10000	300.000	0.907	300.000	0.905	300.000	1028.320	300.000	0.910	300.000	0.906	118.230	52.623	0	0	0	0
1731677081	115.456	1017.20000	300.000	0.907	300.000	0.905	300.000	1028.220	300.000	0.910	300.000	0.906	118.256	52.617	0	0	0	0
1731677082	114.987	1017.30000	300.000	0.907	300.000	0.905	300.000	1028.320	300.000	0.910	300.000	0.906	118.239	52.621	0	0	0	0
1731677083	114.227	1017.30000	300.000	0.907	300.000	0.905	300.000	1028.330	300.000	0.910	300.000	0.906	118.273	52.613	0	0	0	0
1731677084	117.028	1017.00000	300.000	0.907	300.000	0.905	300.000	1028.340	300.000	0.910	300.000	0.906	118.241	52.621	0	0	0	0
1731677085	114.071	1017.30000	300.000	0.907	300.000	0.905	300.000	1028.320	300.000	0.910	300.000	0.906	118.277	52.612	0	0	0	0
1731677086	115.158	1017.20000	300.000	0.907	300.000	0.905	300.000	1028.340	300.000	0.910	300.000	0.906	118.255	52.617	0	0	0	0
1731677087	114.674	1017.20000	300.000	0.907	300.000	0.905	300.000	1028.270	300.000	0.910	300.000	0.906	118.241	52.621	0	0	0	0
1731677088	115.248	1017.10000	300.000	0.907	300.000	0.905	300.000	1028.300	300.000	0.910	300.000	0.906	118.264	52.615	0	0	0	0
1731677089	116.268	1017.10000	300.000	0.907	300.000	0.905	300.000	1028.260	300.000	0.910	300.000	0.906	118.247	52.619	0	0	0	0
1731677090	115.434	1017.00000	300.000	0.907	300.000	0.905	300.000	1028.280	300.000	0.910	300.000	0.906	118.289	52.609	0	0	0	0
1731677091	116.492	1016.90000	300.000	0.907	300.000	0.905	300.000	1028.320	300.000	0.910	300.000	0.906	118.267	52.614	0	0	0	0
1731677092	115.240	1017.10000	300.000	0.907	300.000	0.905	300.000	1028.290	300.000	0.910	300.000	0.906	118.270	52.614	0	0	0	0
1731677093	115.352	1017.10000	300.000	0.907	300.000	0.905	300.000	1028.360	300.000	0.910	300.000	0.906	118.265	52.615	0	0	0	0
1731677094	115.009	1017.20000	300.000	0.907	300.000	0.905	300.000	1028.400	300.000	0.910	300.000	0.906	118.260	52.616	0	0	0	0
