TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4
1709634389	25.91	18.21	4.44	4.43	4.57	4.41
1709634390	25.85	18.21	4.44	4.43	4.57	4.41
1709634391	25.89	18.22	4.44	4.43	4.57	4.41
1709634392	25.86	18.22	4.44	4.43	4.57	4.41
1709634393	25.86	18.22	4.44	4.43	4.57	4.41
1709634394	25.86	18.21	4.44	4.43	4.57	4.41
1709634395	25.83	18.21	4.44	4.43	4.57	4.41
1709634396	25.96	18.22	4.44	4.43	4.57	4.41
1709634397	25.88	18.23	4.44	4.43	4.57	4.41
1709634398	25.92	18.21	4.44	4.43	4.57	4.41
1709634399	25.86	18.21	4.44	4.43	4.57	4.41
1709634400	25.93	18.23	4.44	4.43	4.57	4.41
1709634401	25.83	18.22	4.44	4.43	4.57	4.41
1709634402	25.85	18.22	4.44	4.43	4.57	4.41
1709634403	25.84	18.21	4.44	4.43	4.57	4.41
1709634404	25.90	18.21	4.44	4.43	4.57	4.41
1709634405	25.93	18.22	4.44	4.43	4.57	4.41
1709634406	25.89	18.23	4.44	4.43	4.57	4.41
1709634407	25.96	18.22	4.44	4.43	4.57	4.41
1709634408	25.85	18.22	4.44	4.43	4.57	4.41
1709634409	25.80	18.20	4.44	4.43	4.57	4.41
1709634410	25.86	18.21	4.44	4.43	4.57	4.41
1709634411	25.86	18.21	4.44	4.43	4.57	4.41
1709634412	25.93	18.20	4.44	4.43	4.57	4.41
1709634413	25.88	18.21	4.44	4.43	4.57	4.41
1709634414	25.91	18.23	4.44	4.43	4.57	4.41
1709634415	25.90	18.20	4.44	4.43	4.57	4.41
1709634416	25.88	18.21	4.44	4.43	4.57	4.41
1709634417	25.93	18.22	4.44	4.43	4.57	4.41
1709634418	25.90	18.22	4.44	4.43	4.57	4.41
1709634419	25.85	18.21	4.44	4.43	4.57	4.41
1709634420	25.88	18.23	4.44	4.43	4.57	4.41
1709634421	25.88	18.22	4.44	4.43	4.57	4.41
1709634422	25.91	18.21	4.44	4.43	4.57	4.41
1709634423	25.92	18.21	4.44	4.43	4.57	4.41
1709634424	25.89	18.21	4.44	4.43	4.57	4.41
1709634425	26.00	18.21	4.44	4.43	4.57	4.41
1709634426	25.94	18.21	4.44	4.43	4.57	4.41
1709634427	25.87	18.21	4.44	4.43	4.57	4.41
1709634428	25.92	18.20	4.44	4.43	4.57	4.41
1709634429	25.94	18.20	4.44	4.43	4.57	4.41
1709634430	25.91	18.21	4.44	4.43	4.57	4.41
1709634431	25.83	18.22	4.44	4.43	4.57	4.41
1709634432	25.79	18.22	4.44	4.43	4.57	4.41
1709634433	25.95	18.22	4.44	4.43	4.57	4.41
1709634434	26.02	18.20	4.44	4.43	4.57	4.41
1709634435	25.90	18.22	4.44	4.43	4.57	4.41
1709634436	25.85	18.22	4.44	4.43	4.57	4.41
1709634437	25.81	18.21	4.44	4.43	4.57	4.41
1709634438	25.92	18.20	4.44	4.43	4.57	4.41
1709634439	25.86	18.21	4.44	4.43	4.57	4.41
1709634440	25.87	18.21	4.44	4.43	4.57	4.41
1709634441	25.97	18.20	4.44	4.43	4.57	4.41
1709634442	25.92	18.20	4.44	4.43	4.57	4.41
1709634443	25.85	18.21	4.44	4.43	4.57	4.41
1709634444	26.01	18.22	4.44	4.43	4.57	4.41
1709634445	25.96	18.20	4.44	4.43	4.57	4.41
1709634446	25.79	18.21	4.44	4.43	4.57	4.41
1709634447	25.80	18.20	4.44	4.43	4.57	4.41
1709634448	25.85	18.19	4.44	4.43	4.57	4.41
1709634449	25.87	18.20	4.44	4.43	4.57	4.41
1709634450	25.86	18.21	4.44	4.43	4.57	4.41
1709634451	25.83	18.21	4.44	4.43	4.57	4.41
1709634452	25.85	18.21	4.44	4.43	4.57	4.41
1709634453	25.83	18.20	4.44	4.43	4.57	4.41
1709634454	25.91	18.21	4.44	4.43	4.57	4.41
1709634455	25.83	18.20	4.44	4.43	4.57	4.41
1709634456	25.91	18.21	4.44	4.43	4.57	4.41
1709634457	25.96	18.21	4.44	4.43	4.57	4.41
1709634458	25.97	18.20	4.44	4.43	4.57	4.41
1709634459	25.88	18.20	4.44	4.43	4.57	4.41
1709634460	25.93	18.21	4.44	4.43	4.57	4.41
1709634461	25.97	18.21	4.44	4.43	4.57	4.41
1709634462	25.95	18.20	4.44	4.43	4.57	4.41
1709634463	25.79	18.19	4.44	4.43	4.57	4.41
1709634464	25.87	18.20	4.44	4.43	4.57	4.41
1709634465	25.86	18.20	4.44	4.43	4.57	4.41
1709634466	25.80	18.20	4.44	4.43	4.57	4.41
1709634467	25.83	18.21	4.44	4.43	4.57	4.41
1709634468	25.84	18.20	4.44	4.43	4.57	4.41
1709634469	25.84	18.20	4.44	4.43	4.57	4.41
1709634470	25.88	18.20	4.44	4.43	4.57	4.41
1709634471	25.91	18.21	4.44	4.43	4.57	4.41
1709634472	25.88	18.20	4.44	4.43	4.57	4.41
1709634473	25.91	18.21	4.44	4.43	4.57	4.41
1709634474	26.00	18.21	4.44	4.43	4.57	4.41
1709634475	25.92	18.21	4.44	4.43	4.57	4.41
1709634476	25.92	18.19	4.44	4.43	4.57	4.41
1709634477	25.96	18.20	4.44	4.43	4.57	4.41
1709634478	25.89	18.20	4.44	4.43	4.57	4.41
1709634479	25.91	18.20	4.44	4.43	4.57	4.41
1709634480	25.98	18.21	4.44	4.43	4.57	4.41
1709634481	25.92	18.20	4.44	4.43	4.57	4.41
1709634482	25.83	18.20	4.44	4.43	4.57	4.41
1709634483	25.77	18.21	4.44	4.43	4.57	4.41
1709634484	25.83	18.21	4.44	4.43	4.57	4.41
1709634485	25.76	18.19	4.44	4.43	4.57	4.41
1709634486	25.88	18.19	4.44	4.43	4.57	4.41
1709634487	25.94	18.20	4.44	4.43	4.57	4.41
1709634488	25.92	18.19	4.44	4.43	4.57	4.41
1709634489	25.85	18.20	4.44	4.43	4.57	4.41
1709634490	25.86	18.20	4.44	4.43	4.57	4.41
1709634491	25.87	18.20	4.44	4.43	4.57	4.41
1709634492	25.87	18.20	4.44	4.43	4.57	4.41
1709634493	25.80	18.20	4.44	4.43	4.57	4.41
1709634494	25.89	18.21	4.44	4.43	4.57	4.41
1709634495	25.87	18.20	4.44	4.43	4.57	4.41
1709634496	25.78	18.19	4.44	4.43	4.57	4.41
1709634497	25.83	18.19	4.44	4.43	4.57	4.41
1709634498	25.88	18.19	4.44	4.43	4.57	4.41
1709634499	25.84	18.20	4.44	4.43	4.57	4.41
1709634500	25.97	18.20	4.44	4.43	4.57	4.41
1709634501	25.83	18.20	4.44	4.43	4.57	4.41
1709634502	25.83	18.20	4.44	4.43	4.57	4.41
1709634503	25.78	18.20	4.44	4.43	4.57	4.41
1709634504	25.81	18.20	4.44	4.43	4.57	4.41
1709634505	25.78	18.19	4.44	4.43	4.57	4.41
1709634506	25.79	18.19	4.44	4.43	4.57	4.41
1709634507	25.87	18.20	4.44	4.43	4.57	4.41
1709634508	25.88	18.21	4.44	4.43	4.57	4.41
1709634509	25.87	18.20	4.44	4.43	4.57	4.41
1709634510	25.89	18.21	4.44	4.43	4.57	4.41
1709634511	25.90	18.21	4.44	4.43	4.57	4.41
1709634512	25.90	18.20	4.44	4.43	4.57	4.41
1709634513	25.86	18.20	4.44	4.43	4.57	4.41
1709634514	25.94	18.20	4.44	4.43	4.57	4.41
1709634515	25.97	18.20	4.44	4.43	4.57	4.41
1709634516	25.94	18.18	4.44	4.43	4.57	4.41
1709634517	25.82	18.18	4.44	4.43	4.57	4.41
1709634518	25.91	18.19	4.44	4.43	4.57	4.41
1709634519	25.81	18.18	4.44	4.43	4.57	4.41
1709634520	25.86	18.20	4.44	4.43	4.57	4.41
1709634521	25.91	18.19	4.44	4.43	4.57	4.41
1709634522	25.86	18.18	4.44	4.43	4.57	4.41
1709634523	25.87	18.18	4.44	4.43	4.57	4.41
1709634524	25.85	18.19	4.44	4.43	4.57	4.41
1709634525	25.80	18.19	4.44	4.43	4.57	4.41
1709634526	25.81	18.19	4.44	4.43	4.57	4.41
1709634527	25.89	18.19	4.44	4.43	4.57	4.41
1709634528	25.88	18.18	4.44	4.43	4.57	4.41
1709634529	25.88	18.19	4.44	4.43	4.57	4.41
1709634530	25.89	18.19	4.44	4.43	4.57	4.41
1709634531	25.86	18.21	4.44	4.43	4.57	4.41
1709634532	25.87	18.19	4.44	4.43	4.57	4.41
1709634533	25.66	18.19	4.44	4.43	4.57	4.41
1709634534	25.91	18.20	4.44	4.43	4.57	4.41
1709634535	25.90	18.19	4.44	4.43	4.57	4.41
1709634536	25.88	18.19	4.44	4.43	4.57	4.41
1709634537	25.74	18.18	4.44	4.43	4.57	4.41
1709634538	25.79	18.19	4.44	4.43	4.57	4.41
1709634539	25.75	18.19	4.44	4.43	4.57	4.41
1709634540	25.85	18.19	4.44	4.43	4.57	4.41
1709634541	25.87	18.19	4.44	4.43	4.57	4.41
1709634542	25.95	18.18	4.44	4.43	4.57	4.41
1709634543	25.80	18.18	4.44	4.43	4.57	4.41
1709634544	25.83	18.19	4.44	4.43	4.57	4.41
1709634545	25.81	18.20	4.44	4.43	4.57	4.41
1709634546	25.84	18.19	4.44	4.43	4.57	4.41
1709634547	25.77	18.17	4.44	4.43	4.57	4.41
1709634548	25.87	18.19	4.44	4.43	4.57	4.41
1709634549	25.92	18.20	4.44	4.43	4.57	4.41
1709634550	25.96	18.19	4.44	4.43	4.57	4.41
1709634551	25.92	18.19	4.44	4.43	4.57	4.41
1709634552	25.90	18.18	4.44	4.43	4.57	4.41
1709634553	25.78	18.19	4.44	4.43	4.57	4.41
1709634554	25.78	18.19	4.44	4.43	4.57	4.41
1709634555	25.88	18.19	4.44	4.43	4.57	4.41
1709634556	25.91	18.18	4.44	4.43	4.57	4.41
1709634557	25.89	18.18	4.44	4.43	4.57	4.41
1709634558	25.79	18.19	4.44	4.43	4.57	4.41
1709634559	25.85	18.19	4.44	4.43	4.57	4.41
1709634560	25.83	18.19	4.44	4.43	4.57	4.41
1709634561	25.90	18.20	4.44	4.43	4.57	4.41
1709634562	25.93	18.20	4.44	4.43	4.57	4.41
1709634563	25.86	18.19	4.44	4.43	4.57	4.41
1709634564	25.82	18.18	4.44	4.43	4.57	4.41
1709634565	25.84	18.18	4.44	4.43	4.57	4.41
1709634566	25.91	18.18	4.44	4.43	4.57	4.41
1709634567	25.87	18.18	4.44	4.43	4.57	4.41
1709634568	25.84	18.19	4.44	4.43	4.57	4.41
1709634569	25.94	18.19	4.44	4.43	4.57	4.41
1709634570	25.79	18.19	4.44	4.43	4.57	4.41
1709634571	25.82	18.18	4.44	4.43	4.57	4.41
1709634572	25.83	18.18	4.44	4.43	4.57	4.41
1709634573	25.83	18.18	4.44	4.43	4.57	4.41
1709634574	25.90	18.18	4.44	4.43	4.57	4.41
1709634575	25.90	18.19	4.44	4.43	4.57	4.41
1709634576	25.80	18.19	4.44	4.43	4.57	4.41
1709634577	25.77	18.18	4.44	4.43	4.57	4.41
1709634578	25.85	18.18	4.44	4.43	4.57	4.41
1709634579	25.90	18.19	4.44	4.43	4.57	4.41
1709634580	25.84	18.19	4.44	4.43	4.57	4.41
1709634581	25.88	18.20	4.44	4.43	4.57	4.41
1709634582	25.80	18.19	4.44	4.43	4.57	4.41
1709634583	25.78	18.18	4.44	4.43	4.57	4.41
1709634584	25.87	18.18	4.44	4.43	4.57	4.41
1709634585	25.84	18.19	4.44	4.43	4.57	4.41
1709634586	25.86	18.17	4.44	4.43	4.57	4.41
1709634587	25.86	18.17	4.44	4.43	4.57	4.41
1709634588	25.78	18.18	4.44	4.43	4.57	4.41
1709634589	25.75	18.18	4.44	4.43	4.57	4.41
1709634590	25.76	18.19	4.44	4.43	4.57	4.41
1709634591	25.85	18.18	4.44	4.43	4.57	4.41
1709634592	25.82	18.18	4.44	4.43	4.57	4.41
1709634593	25.85	18.17	4.44	4.43	4.57	4.41
1709634594	25.82	18.17	4.44	4.43	4.57	4.41
1709634595	25.93	18.18	4.44	4.43	4.57	4.41
1709634596	25.89	18.18	4.44	4.43	4.57	4.41
1709634597	25.86	18.17	4.44	4.43	4.57	4.41
1709634598	25.87	18.18	4.44	4.43	4.57	4.41
1709634599	25.88	18.18	4.44	4.43	4.57	4.41
1709634600	25.87	18.18	4.44	4.43	4.57	4.41
1709634601	25.81	18.18	4.44	4.43	4.57	4.41
1709634602	25.83	18.18	4.44	4.43	4.57	4.41
1709634603	25.77	18.17	4.44	4.43	4.57	4.41
1709634604	25.74	18.17	4.44	4.43	4.57	4.41
1709634605	25.84	18.18	4.44	4.43	4.57	4.41
1709634606	25.90	18.17	4.44	4.43	4.57	4.41
1709634607	25.87	18.17	4.44	4.43	4.57	4.41
1709634608	25.89	18.19	4.44	4.43	4.57	4.41
1709634609	25.83	18.19	4.44	4.43	4.57	4.41
1709634610	25.90	18.18	4.44	4.43	4.57	4.41
1709634611	25.83	18.17	4.44	4.43	4.57	4.41
1709634612	25.82	18.17	4.44	4.43	4.57	4.41
1709634613	25.80	18.19	4.44	4.43	4.57	4.41
1709634614	25.70	18.17	4.44	4.43	4.57	4.41
1709634615	25.82	18.19	4.44	4.43	4.57	4.41
1709634616	25.80	18.18	4.44	4.43	4.57	4.41
1709634617	25.93	18.18	4.44	4.43	4.57	4.41
1709634618	25.87	18.18	4.44	4.43	4.57	4.41
1709634619	25.88	18.18	4.44	4.43	4.57	4.41
1709634620	25.83	18.17	4.44	4.43	4.57	4.41
1709634621	25.81	18.18	4.44	4.43	4.57	4.41
1709634622	25.87	18.19	4.44	4.43	4.57	4.41
1709634623	25.74	18.18	4.44	4.43	4.57	4.41
1709634624	25.82	18.18	4.44	4.43	4.57	4.41
1709634625	25.78	18.18	4.44	4.43	4.57	4.41
1709634626	25.87	18.18	4.44	4.43	4.57	4.41
1709634627	25.82	18.18	4.44	4.43	4.57	4.41
1709634628	25.91	18.18	4.44	4.43	4.57	4.41
1709634629	25.80	18.17	4.44	4.43	4.57	4.41
1709634630	25.87	18.16	4.44	4.43	4.57	4.41
1709634631	25.87	18.18	4.44	4.43	4.57	4.41
1709634632	25.94	18.18	4.44	4.43	4.57	4.41
1709634633	25.85	18.17	4.44	4.43	4.57	4.41
1709634634	25.79	18.17	4.44	4.43	4.57	4.41
