TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709776878	12.60	4.02	5.13	4.63	24.88	8.72	0	0	0	0
1709776879	12.63	4.02	5.13	4.63	24.88	8.67	0	0	0	0
1709776880	12.61	4.02	5.13	4.63	24.88	8.63	0	0	0	0
1709776881	12.60	4.02	5.13	4.63	24.88	8.58	0	0	0	0
1709776882	12.62	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709776883	12.60	4.02	5.13	4.63	24.88	8.68	0	0	0	1
1709776884	12.60	4.02	5.13	4.63	24.88	8.92	0	0	0	1
1709776885	12.61	4.02	5.13	4.63	24.88	9.39	0	0	0	1
1709776886	12.59	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709776887	12.59	4.02	5.13	4.63	24.88	10.18	0	0	0	0
1709776888	12.61	4.02	5.13	4.63	24.87	10.38	0	0	0	0
1709776889	12.61	4.02	5.12	4.63	24.87	10.54	0	0	0	0
1709776890	12.60	4.02	5.12	4.63	24.87	10.60	0	0	0	0
1709776891	12.61	4.02	5.12	4.63	24.87	10.61	0	0	0	0
1709776892	12.60	4.02	5.12	4.63	24.87	10.59	0	0	0	0
1709776893	12.61	4.01	5.12	4.63	24.87	10.53	0	0	0	0
1709776894	12.60	4.01	5.12	4.63	24.87	10.47	0	0	0	0
1709776895	12.62	4.01	5.12	4.63	24.86	10.39	0	0	0	0
1709776896	12.61	4.01	5.12	4.63	24.86	10.33	0	0	0	0
1709776897	12.59	4.01	5.12	4.63	24.86	10.24	0	0	0	0
1709776898	12.59	4.01	5.12	4.63	24.86	10.17	0	0	0	0
1709776899	12.62	4.01	5.12	4.63	24.86	10.08	0	0	0	0
