TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1718104919	58.360	83.380	83.303	63.977	82.364	83.207	58.493	0	0	0	0
1718104920	58.477	83.381	83.304	64.090	82.365	83.208	58.481	0	0	0	0
1718104921	58.612	83.382	83.305	64.151	82.366	83.209	58.488	0	0	0	0
1718104922	58.195	83.383	83.306	64.081	82.367	83.209	58.486	0	0	0	0
1718104923	58.024	83.383	83.306	64.086	82.368	83.210	58.479	0	0	0	0
1718104924	58.348	83.384	83.307	63.955	82.368	83.210	58.497	0	0	0	0
1718104925	58.553	83.384	83.308	64.102	82.369	83.211	58.490	0	0	0	0
1718104926	58.654	83.385	83.309	64.003	82.370	83.212	58.489	0	0	0	0
1718104927	58.618	83.386	83.310	63.940	82.371	83.212	58.485	0	0	0	0
1718104928	58.470	83.387	83.310	64.090	82.371	83.213	58.488	0	0	0	0
1718104929	58.592	83.387	83.311	64.107	82.372	83.215	58.487	0	0	0	0
1718104930	58.257	83.388	83.311	63.986	82.373	83.215	58.490	0	0	0	0
1718104931	58.522	83.389	83.312	64.158	82.374	83.216	58.496	0	0	0	0
1718104932	58.495	83.389	83.313	64.190	82.374	83.216	58.487	0	0	0	0
1718104933	58.236	83.390	83.314	64.091	82.375	83.217	58.483	0	0	0	0
1718104934	58.561	83.391	83.314	64.061	82.375	83.218	58.484	0	0	0	0
1718104935	58.147	83.392	83.315	64.060	82.376	83.218	58.501	0	0	0	0
1718104936	58.379	83.392	83.316	64.076	82.377	83.219	58.491	0	0	0	0
1718104937	58.182	83.393	83.317	64.018	82.377	83.220	58.487	0	0	0	0
1718104938	58.447	83.394	83.317	64.105	82.378	83.221	58.499	0	0	0	0
1718104939	58.324	83.395	83.318	64.021	82.379	83.221	58.497	0	0	0	0
1718104940	58.662	83.396	83.318	63.967	82.379	83.222	58.502	0	0	0	0
1718104941	58.648	83.396	83.319	64.063	82.380	83.222	58.494	0	0	0	0
1718104942	58.571	83.397	83.320	63.874	82.380	83.223	58.503	0	0	0	0
1718104943	58.324	83.397	83.320	64.040	82.381	83.224	58.496	0	0	0	0
1718104944	58.441	83.398	83.321	64.131	82.382	83.224	58.496	0	0	0	0
