TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1717497925	126.845	41.513	23.460	28.331	43.362	23.974	128.427	0	1	0	0
1717497926	125.396	41.553	23.456	28.300	43.355	23.970	128.385	0	1	0	0
1717497927	127.797	41.589	23.453	28.336	43.345	23.966	128.407	0	1	0	0
1717497928	128.420	41.618	23.450	28.364	43.332	23.962	128.372	0	1	0	0
1717497929	126.875	41.641	23.446	28.357	43.315	23.959	128.398	0	1	0	0
1717497930	126.534	41.658	23.443	28.396	43.296	23.955	128.383	0	1	0	0
1717497931	126.334	41.668	23.440	28.411	43.277	23.952	128.381	0	1	0	0
1717497932	126.841	41.671	23.437	28.359	43.258	23.948	128.360	0	1	0	0
1717497933	126.389	41.668	23.434	28.390	43.238	23.945	128.375	0	1	0	0
1717497934	127.004	41.658	23.431	28.368	43.219	23.942	128.359	0	1	0	0
1717497935	128.639	41.641	23.428	28.421	43.201	23.938	128.354	0	1	0	0
1717497936	126.452	41.620	23.425	28.398	43.184	23.935	128.360	0	1	0	0
1717497937	125.774	41.592	23.422	28.412	43.168	23.931	128.343	0	1	0	0
1717497938	125.481	41.559	23.420	28.423	43.153	23.928	128.314	0	1	0	0
1717497939	125.411	41.521	23.417	28.413	43.139	23.925	128.368	0	1	0	0
1717497940	125.900	41.479	23.414	28.425	43.126	23.922	128.393	0	1	0	0
1717497941	127.834	41.433	23.410	28.425	43.113	23.918	128.327	0	1	0	0
1717497942	127.490	41.382	23.407	28.446	43.101	23.915	128.319	0	1	0	0
1717497943	125.893	41.328	23.404	28.472	43.090	23.912	128.309	0	1	0	0
1717497944	126.838	41.272	23.401	28.475	43.080	23.909	128.321	0	1	0	0
1717497945	127.356	41.212	23.398	28.444	43.071	23.905	128.302	0	1	0	0
1717497946	125.700	41.151	23.395	28.471	43.062	23.902	128.309	0	1	0	0
1717497947	126.838	41.087	23.391	28.463	43.053	23.899	128.305	0	1	0	0
1717497948	127.612	41.021	23.388	28.457	43.044	23.896	128.284	0	1	0	0
1717497949	127.590	40.953	23.385	28.466	43.035	23.893	128.300	0	1	0	0
1717497950	125.288	40.884	23.382	28.486	43.028	23.889	128.253	0	1	0	0
1717497951	125.592	40.813	23.378	28.474	43.020	23.886	128.283	0	1	0	0
1717497952	125.511	40.741	23.375	28.487	43.012	23.883	128.269	0	1	0	0
1717497953	128.257	40.667	23.372	28.483	43.004	23.880	128.316	0	1	0	0
1717497954	127.931	40.592	23.368	28.515	42.996	23.877	128.274	0	1	0	0
1717497955	126.763	40.516	23.365	28.533	42.988	23.873	128.296	0	1	0	0
1717497956	126.989	40.439	23.361	28.514	42.981	23.870	128.273	0	1	0	0
1717497957	126.382	40.361	23.358	28.534	42.974	23.867	128.254	0	1	0	0
1717497958	127.238	40.282	23.354	28.547	42.966	23.864	128.219	0	1	0	0
1717497959	127.123	40.202	23.350	28.543	42.960	23.861	128.258	0	1	0	0
1717497960	125.603	40.121	23.347	28.540	42.953	23.858	128.239	0	1	0	0
1717497961	127.405	40.040	23.343	28.524	42.945	23.854	128.238	0	1	0	0
1717497962	127.230	39.957	23.339	28.539	42.938	23.851	128.266	0	1	0	0
1717497963	126.274	39.873	23.335	28.551	42.931	23.848	128.260	0	1	0	0
1717497964	124.970	39.788	23.331	28.569	42.923	23.845	128.243	0	1	0	0
1717497965	125.489	39.702	23.328	28.548	42.916	23.841	128.255	0	1	0	0
1717497966	126.841	39.616	23.324	28.569	42.909	23.838	128.259	0	1	0	0
1717497967	125.092	39.530	23.320	28.550	42.902	23.835	128.208	0	1	0	0
1717497968	126.515	39.444	23.316	28.552	42.894	23.831	128.188	0	1	0	0
1717497969	125.592	39.358	23.312	28.590	42.887	23.828	128.189	0	1	0	0
1717497970	123.839	39.271	23.308	28.592	42.880	23.825	128.209	0	1	0	0
1717497971	126.296	39.183	23.303	28.561	42.873	23.822	128.222	0	1	0	0
1717497972	125.833	39.095	23.299	28.572	42.866	23.819	128.188	0	1	0	0
1717497973	124.955	39.007	23.295	28.559	42.859	23.815	128.196	0	1	0	0
1717497974	126.174	38.918	23.291	28.578	42.852	23.812	128.202	0	1	0	0
1717497975	126.678	38.829	23.286	28.597	42.845	23.808	128.211	0	1	0	0
1717497976	126.174	38.739	23.282	28.560	42.838	23.805	128.179	0	1	0	0
1717497977	126.871	38.649	23.277	28.554	42.831	23.802	128.179	0	1	0	0
1717497978	128.424	38.559	23.273	28.567	42.824	23.799	128.140	0	1	0	0
1717497979	127.820	38.468	23.268	28.539	42.817	23.795	128.155	0	1	0	0
1717497980	127.308	38.378	23.264	28.564	42.810	23.792	128.168	0	1	0	0
1717497981	127.019	38.287	23.259	28.549	42.802	23.789	128.152	0	1	0	0
1717497982	126.934	38.197	23.254	28.547	42.795	23.786	128.205	0	1	0	0
1717497983	125.800	38.106	23.250	28.506	42.788	23.782	128.167	0	1	0	0
1717497984	124.688	38.015	23.245	28.524	42.782	23.779	128.168	0	1	0	0
1717497985	127.356	37.923	23.240	28.558	42.775	23.775	128.139	0	1	0	0
1717497986	126.775	37.830	23.235	28.535	42.768	23.772	128.112	0	1	0	0
1717497987	126.241	37.736	23.230	28.536	42.761	23.769	128.150	0	1	0	0
1717497988	126.204	37.643	23.225	28.548	42.754	23.766	128.130	0	1	0	0
1717497989	126.067	37.549	23.220	28.512	42.746	23.762	128.159	0	1	0	0
1717497990	125.715	37.456	23.215	28.505	42.739	23.759	128.121	0	1	0	0
