TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709865231	4.71	4.44	35.55	5.55	35.67	5.43	0	0	0	0
1709865232	4.71	4.44	35.55	5.57	35.67	5.44	0	0	0	0
1709865233	4.71	4.44	35.55	5.57	35.67	5.45	0	0	0	0
1709865234	4.71	4.44	35.54	5.58	35.67	5.45	0	0	0	0
1709865235	4.71	4.44	35.54	5.59	35.67	5.46	0	0	0	0
1709865236	4.71	4.44	35.54	5.60	35.67	5.47	0	0	0	0
1709865237	4.71	4.44	35.54	5.61	35.67	5.48	0	0	0	0
1709865238	4.71	4.44	35.53	5.62	35.67	5.48	0	0	0	0
1709865239	4.71	4.44	35.53	5.62	35.67	5.49	0	0	0	0
1709865240	4.71	4.44	35.53	5.63	35.67	5.50	0	0	0	0
1709865241	4.71	4.44	35.53	5.64	35.67	5.51	0	0	0	0
1709865242	4.71	4.44	35.52	5.65	35.67	5.51	0	0	0	0
1709865243	4.71	4.45	35.52	5.66	35.67	5.52	0	0	0	0
1709865244	4.71	4.44	35.52	5.67	35.67	5.53	0	0	0	0
1709865245	4.71	4.45	35.52	5.67	35.67	5.54	0	0	0	0
1709865246	4.71	4.45	35.51	5.68	35.67	5.54	0	0	0	0
1709865247	4.71	4.45	35.51	5.69	35.67	5.55	0	0	0	0
1709865248	4.71	4.45	35.51	5.70	35.67	5.56	0	0	0	0
1709865249	4.71	4.45	35.51	5.70	35.67	5.57	0	0	0	0
1709865250	4.71	4.45	35.50	5.71	35.67	5.57	0	0	0	0
