TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709776770	12.61	4.06	5.18	4.67	25.03	5.94	0	0	0	0
1709776771	12.61	4.06	5.18	4.67	25.03	5.92	0	0	0	0
1709776772	12.59	4.06	5.18	4.67	25.03	5.91	0	0	0	0
1709776773	12.61	4.06	5.18	4.67	25.02	5.89	0	0	0	0
1709776774	12.62	4.06	5.18	4.67	25.02	5.88	0	0	0	0
1709776775	12.61	4.06	5.18	4.67	25.02	5.86	0	0	0	0
1709776776	12.60	4.06	5.18	4.67	25.02	5.85	0	0	0	0
1709776777	12.63	4.06	5.18	4.67	25.02	5.83	0	0	0	0
1709776778	12.64	4.06	5.18	4.67	25.02	5.82	0	0	0	0
1709776779	12.61	4.06	5.18	4.67	25.02	5.81	0	0	0	0
1709776780	12.63	4.06	5.18	4.67	25.01	5.80	0	0	0	0
1709776781	12.60	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709776782	12.61	4.06	5.18	4.67	25.01	6.01	0	0	0	1
1709776783	12.60	4.06	5.18	4.67	25.01	6.66	0	0	0	1
1709776784	12.62	4.06	5.18	4.66	25.01	7.17	0	0	0	1
1709776785	12.63	4.05	5.18	4.66	25.01	7.95	0	0	0	1
1709776786	12.61	4.05	5.17	4.66	25.01	8.45	0	0	0	1
1709776787	12.60	4.05	5.17	4.66	25.00	9.16	0	0	0	1
1709776788	12.61	4.05	5.17	4.66	25.00	9.61	0	0	0	1
1709776789	12.59	4.05	5.17	4.66	25.00	10.23	0	0	0	1
1709776790	12.60	4.05	5.17	4.66	25.00	10.61	0	0	0	1
1709776791	12.61	4.05	5.17	4.66	25.00	11.13	0	0	0	1
1709776792	12.60	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709776793	12.62	4.05	5.17	4.66	25.00	11.85	0	0	0	0
1709776794	12.63	4.05	5.17	4.66	25.00	12.02	0	0	0	0
1709776795	12.60	4.05	5.17	4.66	24.99	12.16	0	0	0	0
1709776796	12.59	4.05	5.17	4.66	24.99	12.19	0	0	0	0
1709776797	12.59	4.05	5.17	4.66	24.99	12.17	0	0	0	0
1709776798	12.60	4.05	5.17	4.66	24.99	12.12	0	0	0	0
1709776799	12.61	4.05	5.17	4.66	24.99	12.02	0	0	0	0
