TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709778222	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778223	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778224	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778225	12.49	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778226	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778227	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778228	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778229	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778230	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778231	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778232	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778233	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778234	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778235	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778236	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778237	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778238	12.53	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778239	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778240	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778241	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778242	12.52	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778243	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778244	12.49	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778245	12.51	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778246	12.50	3.90	4.87	4.50	24.31	4.52	0	0	0	0
1709778247	12.52	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778248	12.50	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778249	12.48	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778250	12.50	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778251	12.50	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778252	12.47	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778253	12.51	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778254	12.52	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778255	12.50	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778256	12.50	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778257	12.51	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778258	12.51	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778259	12.51	3.90	4.86	4.50	24.31	4.52	0	0	0	0
1709778260	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778261	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778262	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778263	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778264	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778265	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778266	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778267	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778268	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778269	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778270	12.52	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778271	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778272	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778273	12.52	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778274	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778275	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778276	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778277	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778278	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778279	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778280	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778281	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778282	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778283	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778284	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778285	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778286	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778287	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778288	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778289	12.48	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778290	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778291	12.53	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778292	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778293	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778294	12.52	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778295	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778296	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778297	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778298	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778299	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778300	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778301	12.52	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778302	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778303	12.48	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778304	12.49	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778305	12.51	3.90	4.86	4.50	24.30	4.52	0	0	0	0
1709778306	12.50	3.90	4.86	4.50	24.30	4.52	0	0	0	0
