TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709776005	12.64	4.05	5.27	5.48	21.96	9.47	0	0	0	0
1709776006	12.60	4.05	5.27	5.47	21.96	9.44	0	0	0	0
1709776007	12.61	4.05	5.27	5.46	21.96	9.39	0	0	0	0
1709776008	12.66	4.05	5.27	5.45	21.96	9.37	0	0	0	0
1709776009	12.63	4.05	5.27	5.43	21.97	9.33	0	0	0	0
1709776010	12.66	4.05	5.27	5.42	21.97	9.30	0	0	0	0
1709776011	12.64	4.05	5.27	5.41	21.97	9.26	0	0	0	0
1709776012	12.60	4.05	5.26	5.40	21.97	9.23	0	0	0	0
1709776013	12.62	4.05	5.26	5.38	21.97	9.20	0	0	0	0
1709776014	12.65	4.05	5.26	5.38	21.98	9.17	0	0	0	0
1709776015	12.64	4.05	5.26	5.36	21.98	9.14	0	0	0	0
1709776016	12.63	4.06	5.26	5.35	21.98	9.11	0	0	0	0
1709776017	12.60	4.06	5.26	5.34	21.98	9.07	0	0	0	0
1709776018	12.62	4.06	5.26	5.33	21.98	9.05	0	0	0	0
1709776019	12.65	4.06	5.26	5.32	21.99	9.01	0	0	0	0
1709776020	12.62	4.06	5.26	5.31	21.99	8.99	0	0	0	0
1709776021	12.63	4.06	5.26	5.30	21.99	8.95	0	0	0	0
1709776022	12.62	4.06	5.25	5.29	21.99	8.93	0	0	0	0
1709776023	12.63	4.06	5.25	5.28	21.99	8.89	0	0	0	0
