TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1722288779	290.144	294.028	294.303	283.968	294.223	294.127	299.281	0	0	0	0
1722288780	293.119	294.028	294.303	286.991	294.223	294.127	299.184	0	0	0	0
1722288781	294.251	294.028	294.302	286.566	294.223	294.127	299.342	0	0	0	0
1722288782	288.635	294.028	294.302	282.282	294.223	294.126	299.348	0	0	0	0
1722288783	291.609	294.027	294.301	283.810	294.223	294.125	299.336	0	0	0	0
1722288784	287.492	294.028	294.301	287.013	294.222	294.125	299.243	0	0	0	0
1722288785	292.764	294.028	294.301	282.937	294.223	294.125	299.231	0	0	0	0
1722288786	289.312	294.028	294.301	284.048	294.223	294.125	299.368	0	0	0	0
1722288787	286.004	294.028	294.300	283.254	294.222	294.124	299.193	0	0	0	0
1722288788	290.189	294.027	294.300	286.879	294.222	294.124	299.334	0	0	0	0
1722288789	289.190	294.027	294.300	285.649	294.222	294.124	299.366	0	0	0	0
1722288790	291.809	294.027	294.300	288.311	294.222	294.123	299.282	0	0	0	0
1722288791	290.433	294.027	294.300	285.201	294.222	294.123	299.252	0	0	0	0
1722288792	290.388	294.027	294.299	283.214	294.222	294.123	299.345	0	0	0	0
