TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1718015007	51.401	6.141	6.086	41.703	6.361	6.159	49.982	0	0	0	0
1718015008	51.842	6.143	6.086	41.725	6.360	6.159	49.981	0	0	0	0
1718015009	51.767	6.144	6.086	41.639	6.360	6.159	49.993	0	0	0	0
1718015010	51.666	6.145	6.086	41.696	6.360	6.159	49.979	0	0	0	0
1718015011	51.589	6.146	6.086	41.663	6.359	6.159	49.984	0	0	0	0
1718015012	51.535	6.146	6.086	41.711	6.359	6.159	49.980	0	0	0	0
1718015013	51.685	6.147	6.086	41.678	6.359	6.159	49.984	0	0	0	0
1718015014	51.727	6.147	6.086	41.781	6.359	6.159	49.974	0	0	0	0
1718015015	51.868	6.147	6.086	41.734	6.359	6.159	49.979	0	0	0	0
1718015016	51.637	6.148	6.086	41.748	6.359	6.159	49.980	0	0	0	0
1718015017	51.448	6.148	6.086	41.723	6.359	6.159	49.975	0	0	0	0
1718015018	51.746	6.148	6.086	41.737	6.359	6.159	49.984	0	0	0	0
1718015019	52.097	6.148	6.086	41.715	6.359	6.159	49.983	0	0	0	0
1718015020	51.865	6.148	6.086	41.682	6.359	6.159	49.974	0	0	0	0
1718015021	51.795	6.148	6.086	41.660	6.359	6.159	49.967	0	0	0	0
1718015022	51.767	6.148	6.086	41.655	6.359	6.159	49.979	0	0	0	0
1718015023	51.421	6.148	6.086	41.654	6.359	6.159	49.988	0	0	0	0
1718015024	51.544	6.148	6.086	41.671	6.359	6.159	49.979	0	0	0	0
1718015025	51.773	6.148	6.086	41.623	6.359	6.159	49.980	0	0	0	0
1718015026	51.839	6.148	6.086	41.675	6.359	6.159	49.971	0	0	0	0
1718015027	51.796	6.148	6.086	41.672	6.359	6.159	49.983	0	0	0	0
1718015028	51.465	6.148	6.086	41.727	6.361	6.159	49.963	0	0	0	0
1718015029	51.549	6.148	6.086	41.702	6.361	6.159	49.976	0	0	0	0
1718015030	51.287	6.148	6.086	41.661	6.360	6.159	49.978	0	0	0	0
1718015031	51.628	6.148	6.086	41.641	6.360	6.159	49.979	0	0	0	0
1718015032	51.634	6.148	6.086	41.713	6.360	6.159	49.976	0	0	0	0
1718015033	51.503	6.148	6.086	41.723	6.359	6.159	49.967	0	0	0	0
1718015034	51.713	6.148	6.085	41.653	6.359	6.159	49.976	0	0	0	0
1718015035	51.691	6.148	6.085	41.645	6.359	6.159	49.970	0	0	0	0
1718015036	51.911	6.148	6.085	41.647	6.359	6.159	49.972	0	0	0	0
1718015037	51.497	6.148	6.085	41.623	6.359	6.159	49.980	0	0	0	0
1718015038	51.443	6.148	6.085	41.652	6.359	6.159	49.973	0	0	0	0
1718015039	51.781	6.148	6.085	41.734	6.359	6.159	49.970	0	0	0	0
1718015040	51.524	6.148	6.085	41.700	6.359	6.159	49.974	0	0	0	0
1718015041	51.261	6.148	6.085	41.674	6.359	6.159	49.967	0	0	0	0
1718015042	51.690	6.148	6.085	41.668	6.359	6.159	49.964	0	0	0	0
1718015043	51.606	6.148	6.085	41.705	6.359	6.159	49.971	0	0	0	0
1718015044	51.839	6.148	6.085	41.691	6.359	6.159	49.959	0	0	0	0
1718015045	51.998	6.148	6.085	41.620	6.359	6.159	49.969	0	0	0	0
1718015046	51.734	6.148	6.085	41.652	6.359	6.159	49.968	0	0	0	0
1718015047	51.531	6.148	6.085	41.590	6.359	6.159	49.978	0	0	0	0
1718015048	51.911	6.148	6.085	41.692	6.358	6.159	49.966	0	0	0	0
1718015049	51.811	6.148	6.085	41.724	6.358	6.159	49.971	0	0	0	0
1718015050	51.808	6.148	6.085	41.681	6.358	6.159	49.968	0	0	0	0
1718015051	51.282	6.148	6.085	41.649	6.358	6.159	49.960	0	0	0	0
1718015052	51.160	6.148	6.085	41.614	6.358	6.159	49.970	0	0	0	0
1718015053	51.423	6.148	6.085	41.667	6.358	6.159	49.955	0	0	0	0
1718015054	51.244	6.148	6.085	41.659	6.358	6.159	49.963	0	0	0	0
1718015055	51.533	6.148	6.085	41.686	6.358	6.159	49.966	0	0	0	0
1718015056	51.895	6.148	6.085	41.635	6.358	6.159	49.967	0	0	0	0
1718015057	51.766	6.148	6.085	41.580	6.358	6.159	49.952	0	0	0	0
1718015058	51.427	6.148	6.085	41.717	6.358	6.159	49.965	0	0	0	0
