TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709724497	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724498	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724499	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724500	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724501	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724502	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724503	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724504	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724505	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724506	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724507	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724508	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724509	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724510	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724511	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724512	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724513	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724514	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724515	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724516	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724517	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724518	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724519	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724520	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724521	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724522	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724523	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724524	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724525	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724526	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724527	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724528	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724529	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724530	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724531	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724532	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724533	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724534	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724535	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724536	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724537	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724538	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724539	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709724540	300.00	300.00	300.00	300.00	300.00	300.00	0	0	0	0
