TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709776345	12.65	4.69	5.46	5.49	25.58	8.26	0	0	0	0
1709776346	12.64	4.69	5.46	5.48	25.57	8.23	0	0	0	0
1709776347	12.63	4.69	5.45	5.48	25.57	8.20	0	0	0	0
1709776348	12.64	4.68	5.45	5.47	25.57	8.18	0	0	0	0
1709776349	12.63	4.68	5.45	5.46	25.56	8.15	0	0	0	0
1709776350	12.61	4.67	5.45	5.46	25.56	8.13	0	0	0	0
1709776351	12.65	4.67	5.45	5.45	25.56	8.10	0	0	0	0
1709776352	12.62	4.66	5.45	5.45	25.56	8.08	0	0	0	0
1709776353	12.63	4.66	5.45	5.44	25.55	8.05	0	0	0	0
1709776354	12.64	4.66	5.45	5.44	25.55	8.03	0	0	0	0
1709776355	12.64	4.65	5.45	5.43	25.55	8.00	0	0	0	0
1709776356	12.63	4.65	5.45	5.43	25.54	7.98	0	0	0	0
1709776357	12.63	4.64	5.45	5.42	25.54	7.95	0	0	0	0
1709776358	12.63	4.64	5.45	5.42	25.54	7.93	0	0	0	0
1709776359	12.65	4.63	5.45	5.41	25.53	7.90	0	0	0	0
1709776360	12.64	4.63	5.45	5.40	25.53	7.88	0	0	0	0
1709776361	12.63	4.63	5.45	5.40	25.53	7.86	0	0	0	0
1709776362	12.64	4.62	5.44	5.39	25.52	7.84	0	0	0	0
1709776363	12.66	4.62	5.44	5.39	25.52	7.82	0	0	0	0
1709776364	12.63	4.62	5.44	5.38	25.52	7.80	0	0	0	0
1709776365	12.63	4.61	5.44	5.38	25.51	7.77	0	0	0	0
1709776366	12.62	4.61	5.44	5.37	25.51	7.76	0	0	0	0
1709776367	12.64	4.60	5.44	5.37	25.51	7.74	0	0	0	0
1709776368	12.64	4.60	5.44	5.36	25.50	7.73	0	0	0	0
1709776369	12.63	4.59	5.44	5.36	25.50	7.71	0	0	0	0
1709776370	12.62	4.59	5.44	5.35	25.50	7.69	0	0	0	0
1709776371	12.62	4.59	5.44	5.35	25.49	7.67	0	0	0	0
1709776372	12.62	4.58	5.44	5.35	25.49	7.65	0	0	0	0
1709776373	12.63	4.58	5.44	5.34	25.49	7.63	0	0	0	0
1709776374	12.65	4.58	5.44	5.34	25.48	7.61	0	0	0	0
1709776375	12.64	4.57	5.44	5.33	25.48	7.58	0	0	0	0
1709776376	12.59	4.57	5.43	5.33	25.48	7.57	0	0	0	0
1709776377	12.64	4.57	5.43	5.32	25.48	7.54	0	0	0	0
