TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1722288802	291.165	294.027	294.296	283.413	294.221	294.119	299.313	0	0	0	0
1722288803	290.921	294.026	294.296	282.163	294.221	294.119	299.286	0	0	0	0
1722288804	289.789	294.027	294.295	281.429	294.221	294.118	299.252	0	0	0	0
1722288805	289.833	294.026	294.295	282.976	294.220	294.118	299.286	0	0	0	0
1722288806	291.454	294.026	294.295	283.492	294.220	294.117	299.383	0	0	0	0
1722288807	285.072	294.026	294.294	283.333	294.220	294.117	299.391	0	0	0	0
1722288808	292.986	294.026	294.294	284.564	294.220	294.116	299.155	0	0	0	0
1722288809	290.499	294.026	294.294	286.454	294.220	294.116	299.336	0	0	0	0
1722288810	292.830	294.026	294.294	287.170	294.220	294.115	299.312	0	0	0	0
1722288811	292.875	294.026	294.293	290.749	294.220	294.115	299.206	0	0	0	0
1722288812	291.299	294.026	294.293	283.532	294.220	294.115	299.247	0	0	0	0
1722288813	293.008	294.026	294.293	284.127	294.220	294.114	299.298	0	0	0	0
1722288814	290.788	294.026	294.292	285.738	294.220	294.114	299.320	0	0	0	0
1722288815	289.045	294.026	294.292	286.723	294.219	294.114	299.233	0	0	0	0
1722288816	291.587	294.026	294.292	285.336	294.219	294.113	299.289	0	0	0	0
1722288817	287.525	294.026	294.292	283.889	294.219	294.113	299.300	0	0	0	0
1722288818	288.224	294.026	294.291	285.045	294.219	294.112	299.255	0	0	0	0
1722288819	288.313	294.026	294.291	284.444	294.218	294.112	299.257	0	0	0	0
1722288820	286.970	294.026	294.290	284.008	294.218	294.111	299.203	0	0	0	0
1722288821	290.166	294.026	294.290	285.089	294.218	294.111	299.373	0	0	0	0
1722288822	285.316	294.026	294.290	286.834	294.218	294.110	299.271	0	0	0	0
1722288823	296.115	294.025	294.290	284.881	294.218	294.110	299.266	0	0	0	0
1722288824	299.223	294.026	294.289	286.566	294.218	294.109	299.354	0	0	0	0
1722288825	295.538	294.026	294.289	285.447	294.218	294.109	299.407	0	0	0	0
1722288826	295.294	294.026	294.288	283.333	294.218	294.109	299.389	0	0	0	0
1722288827	293.873	294.026	294.288	284.167	294.218	294.108	299.262	0	0	0	0
1722288828	291.276	294.026	294.288	283.175	294.218	294.108	299.202	0	0	0	0
1722288829	291.188	294.026	294.287	282.341	294.218	294.107	299.287	0	0	0	0
1722288830	293.407	294.026	294.287	281.964	294.218	294.107	299.324	0	0	0	0
1722288831	290.921	294.026	294.287	283.175	294.218	294.106	299.236	0	0	0	0
1722288832	291.210	294.026	294.286	282.619	294.218	294.106	299.310	0	0	0	0
1722288833	285.116	294.026	294.286	282.897	294.217	294.105	299.303	0	0	0	0
1722288834	290.966	294.026	294.286	287.506	294.217	294.105	299.329	0	0	0	0
1722288835	287.458	294.026	294.286	284.087	294.217	294.104	299.349	0	0	0	0
1722288836	289.578	294.026	294.285	282.143	294.217	294.104	299.318	0	0	0	0
1722288837	293.119	294.026	294.285	284.722	294.217	294.103	299.348	0	0	0	0
1722288838	296.826	294.026	294.284	287.170	294.217	294.102	299.289	0	0	0	0
1722288839	295.272	294.026	294.284	282.659	294.217	294.102	299.340	0	0	0	0
1722288840	294.517	294.025	294.283	284.444	294.217	294.101	299.212	0	0	0	0
1722288841	288.235	294.025	294.283	281.964	294.217	294.101	299.300	0	0	0	0
1722288842	290.278	294.025	294.282	284.762	294.217	294.100	299.390	0	0	0	0
1722288843	289.956	294.025	294.282	280.893	294.217	294.100	299.600	0	0	0	0
1722288844	293.629	294.025	294.281	284.762	294.217	294.099	299.252	0	0	0	0
1722288845	292.941	294.025	294.281	284.603	294.217	294.099	299.328	0	0	0	0
1722288846	290.100	294.025	294.281	285.515	294.217	294.098	299.284	0	0	0	0
1722288847	293.851	294.025	294.281	283.333	294.216	294.098	299.363	0	0	0	0
1722288848	294.029	294.025	294.280	283.770	294.216	294.097	299.311	0	0	0	0
1722288849	288.224	294.024	294.280	283.770	294.216	294.096	299.300	0	0	0	0
1722288850	294.362	294.024	294.279	284.286	294.216	294.096	299.187	0	0	0	0
1722288851	295.405	294.024	294.279	285.805	294.216	294.095	299.334	0	0	0	0
1722288852	291.121	294.024	294.278	284.643	294.216	294.095	299.368	0	0	0	0
1722288853	292.875	294.024	294.278	281.806	294.215	294.095	299.318	0	0	0	0
1722288854	288.435	294.024	294.277	286.230	294.215	294.094	299.427	0	0	0	0
1722288855	285.350	294.024	294.277	284.087	294.215	294.094	299.244	0	0	0	0
1722288856	296.226	294.024	294.276	284.206	294.215	294.093	299.303	0	0	0	0
1722288857	290.744	294.024	294.276	284.405	294.215	294.092	299.295	0	0	0	0
1722288858	293.829	294.024	294.276	285.470	294.215	294.092	299.285	0	0	0	0
1722288859	289.700	294.024	294.276	282.579	294.215	294.091	299.243	0	0	0	0
1722288860	291.210	294.024	294.275	285.694	294.214	294.091	299.217	0	0	0	0
1722288861	289.545	294.024	294.275	284.841	294.214	294.090	299.347	0	0	0	0
1722288862	291.720	294.024	294.274	285.403	294.214	294.089	299.305	0	0	0	0
1722288863	288.824	294.024	294.274	282.163	294.214	294.089	299.273	0	0	0	0
1722288864	286.326	294.024	294.274	284.405	294.214	294.088	299.229	0	0	0	0
1722288865	289.234	294.024	294.273	284.008	294.214	294.087	299.213	0	0	0	0
1722288866	285.483	294.024	294.273	282.302	294.214	294.087	299.323	0	0	0	0
1722288867	290.721	294.024	294.272	284.325	294.214	294.086	299.342	0	0	0	0
1722288868	293.074	294.024	294.272	285.134	294.214	294.085	299.318	0	0	0	0
1722288869	296.582	294.024	294.271	283.968	294.213	294.085	299.337	0	0	0	0
1722288870	290.056	294.024	294.271	282.619	294.213	294.084	299.308	0	0	0	0
1722288871	287.225	294.023	294.270	283.254	294.213	294.084	299.210	0	0	0	0
1722288872	286.837	294.023	294.269	284.762	294.213	294.083	299.389	0	0	0	0
1722288873	290.499	294.023	294.269	285.940	294.213	294.082	299.278	0	0	0	0
1722288874	296.049	294.023	294.269	284.365	294.213	294.082	299.360	0	0	0	0
1722288875	293.984	294.023	294.268	286.700	294.213	294.081	299.288	0	0	0	0
1722288876	291.476	294.023	294.268	286.074	294.212	294.081	299.399	0	0	0	0
1722288877	285.516	294.023	294.268	285.224	294.212	294.081	299.232	0	0	0	0
1722288878	289.700	294.023	294.267	283.889	294.212	294.080	299.391	0	0	0	0
1722288879	292.963	294.023	294.267	283.452	294.212	294.079	299.236	0	0	0	0
1722288880	294.517	294.023	294.267	285.380	294.212	294.079	299.312	0	0	0	0
1722288881	298.091	294.023	294.266	285.425	294.212	294.078	299.288	0	0	0	0
1722288882	293.829	294.023	294.265	282.381	294.211	294.078	299.350	0	0	0	0
1722288883	290.855	294.023	294.265	282.540	294.211	294.077	299.189	0	0	0	0
1722288884	286.926	294.023	294.265	284.167	294.211	294.077	299.366	0	0	0	0
1722288885	290.433	294.023	294.264	285.224	294.211	294.076	299.244	0	0	0	0
1722288886	290.499	294.023	294.264	285.805	294.211	294.075	299.406	0	0	0	0
1722288887	289.745	294.023	294.263	285.716	294.211	294.075	299.159	0	0	0	0
1722288888	289.989	294.023	294.263	285.425	294.211	294.074	299.425	0	0	0	0
