TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1709776814	12.63	4.04	5.16	4.65	24.97	10.65	0	0	0	0
1709776815	12.62	4.04	5.16	4.65	24.97	10.57	0	0	0	0
1709776816	12.59	4.04	5.16	4.65	24.97	10.45	0	0	0	0
1709776817	12.58	4.04	5.16	4.65	24.97	10.38	0	0	0	0
1709776818	12.63	4.04	5.16	4.65	24.97	10.28	0	0	0	0
1709776819	12.61	4.04	5.16	4.65	24.97	10.22	0	0	0	0
1709776820	12.59	4.04	5.16	4.65	24.96	10.12	0	0	0	0
1709776821	12.61	4.04	5.16	4.65	24.96	10.06	0	0	0	0
1709776822	12.63	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709776823	12.61	4.04	5.16	4.65	24.96	9.99	0	0	0	1
1709776824	12.60	4.04	5.16	4.65	24.96	10.21	0	0	0	1
1709776825	12.59	4.04	5.15	4.65	24.96	10.42	0	0	0	1
1709776826	12.58	300.00	300.00	300.00	300.00	300.00	0	0	0	0
1709776827	12.59	4.04	5.15	4.65	24.96	11.04	0	0	0	0
1709776828	12.60	4.04	5.15	4.65	24.96	11.27	0	0	0	0
1709776829	12.60	4.04	5.15	4.65	24.96	11.35	0	0	0	0
1709776830	12.58	4.04	5.15	4.65	24.95	11.39	0	0	0	0
1709776831	12.59	4.04	5.15	4.65	24.95	11.38	0	0	0	0
1709776832	12.59	4.04	5.15	4.65	24.95	11.34	0	0	0	0
1709776833	12.59	4.04	5.15	4.64	24.95	11.29	0	0	0	0
1709776834	12.59	4.04	5.15	4.64	24.95	11.21	0	0	0	0
1709776835	12.60	4.04	5.15	4.64	24.95	11.14	0	0	0	0
1709776836	12.61	4.03	5.15	4.64	24.95	11.04	0	0	0	0
1709776837	12.60	4.03	5.15	4.64	24.95	10.97	0	0	0	0
1709776838	12.61	4.03	5.15	4.64	24.94	10.87	0	0	0	0
1709776839	12.61	4.03	5.15	4.64	24.94	10.81	0	0	0	0
1709776840	12.61	4.03	5.15	4.64	24.94	10.71	0	0	0	0
1709776841	12.60	4.03	5.15	4.64	24.94	10.64	0	0	0	0
