TIMESTAMP	HEAD He3	HEAD He4	PUMP He3	SWITCH He3	PUMP He4	SWITCH He4	Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1717497553	127.260	47.388	25.807	36.059	44.347	25.102	130.129	0	1	0	0
1717497554	128.939	47.299	25.803	36.113	44.344	25.103	130.127	0	1	0	0
1717497555	128.061	47.214	25.800	36.090	44.337	25.103	130.138	0	1	0	0
1717497556	128.650	47.132	25.797	36.110	44.325	25.103	130.122	0	1	0	0
1717497557	127.901	47.051	25.794	36.036	44.309	25.104	130.105	0	1	0	0
1717497558	127.449	46.973	25.791	36.038	44.290	25.104	130.141	0	1	0	0
1717497559	126.285	46.895	25.788	36.006	44.270	25.104	130.094	0	1	0	0
1717497560	125.778	46.819	25.785	36.015	44.251	25.104	130.109	0	1	0	0
1717497561	125.767	46.743	25.782	36.035	44.233	25.104	130.088	0	1	0	0
1717497562	127.857	46.667	25.779	35.974	44.218	25.104	130.053	0	1	0	0
1717497563	127.701	46.593	25.776	35.962	44.205	25.104	130.052	0	1	0	0
1717497564	128.483	46.517	25.772	35.983	44.194	25.104	130.081	0	1	0	0
1717497565	127.771	46.443	25.769	35.963	44.185	25.105	130.057	0	1	0	0
1717497566	128.828	46.369	25.765	35.905	44.178	25.105	130.085	0	1	0	0
1717497567	127.768	46.294	25.762	35.886	44.173	25.105	130.041	0	1	0	0
1717497568	128.520	46.220	25.759	35.940	44.169	25.105	130.066	0	1	0	0
1717497569	128.368	46.147	25.756	35.875	44.167	25.105	130.017	0	1	0	0
1717497570	126.078	46.073	25.752	35.825	44.167	25.105	130.025	0	1	0	0
1717497571	127.701	45.999	25.749	35.839	44.167	25.105	130.055	0	1	0	0
1717497572	128.772	45.924	25.745	35.787	44.167	25.104	130.015	0	1	0	0
1717497573	128.557	45.849	25.741	35.827	44.169	25.104	130.015	0	1	0	0
1717497574	127.442	45.775	25.738	35.787	44.170	25.105	130.044	0	1	0	0
1717497575	127.816	45.700	25.734	35.754	44.173	25.104	130.019	0	1	0	0
1717497576	128.109	45.626	25.731	35.734	44.175	25.104	130.009	0	1	0	0
1717497577	126.830	45.551	25.727	35.729	44.178	25.104	130.004	0	1	0	0
1717497578	128.250	45.476	25.723	35.754	44.183	25.104	129.970	0	1	0	0
1717497579	127.809	45.401	25.720	35.707	44.186	25.104	130.001	0	1	0	0
1717497580	127.078	45.327	25.716	35.656	44.192	25.104	129.972	0	1	0	0
1717497581	127.931	45.251	25.712	35.713	44.193	25.103	130.003	0	1	0	0
1717497582	127.664	45.176	25.708	35.687	44.197	25.103	129.976	0	1	0	0
1717497583	126.208	45.100	25.704	35.582	44.200	25.103	129.949	0	1	0	0
1717497584	126.237	45.024	25.700	35.601	44.204	25.103	129.959	0	1	0	0
1717497585	126.756	44.948	25.696	35.597	44.208	25.103	129.965	0	1	0	0
1717497586	127.538	44.873	25.692	35.580	44.212	25.102	129.975	0	1	0	0
1717497587	127.809	44.796	25.688	35.534	44.215	25.102	129.966	0	1	0	0
1717497588	127.909	44.721	25.684	35.516	44.218	25.102	129.922	0	1	0	0
1717497589	128.313	44.644	25.680	35.526	44.222	25.101	129.938	0	1	0	0
1717497590	126.763	44.568	25.675	35.499	44.225	25.101	129.928	0	1	0	0
