TIMESTAMP	HEAD He3	SENS HEAD He3	HEAD He4	SENS HEAD He4	PUMP He3	SENS PUMP He3	SWITCH He3	SENS SWITCH He3	PUMP He4	SENS PUMP He4	SWITCH He4	SENS SWITCH He4	Cernox	SENS Cernox	OUT1 [PHe3]	OUT2 [PHe4]	OUT3 [SHe3]	OUT4 [SHe4]
1731678599	118.786	1016.60000	138.991	0.90064	139.523	0.89949	139.569	1027.81000	137.320	0.90426	139.164	0.90027	121.073	51.94000	0	0	0	0
1731678600	119.032	1016.60000	138.993	0.90064	139.525	0.89949	139.495	1027.87000	137.322	0.90425	139.165	0.90026	121.080	51.95000	0	0	0	0
1731678601	119.665	1016.70000	138.995	0.90063	139.527	0.89948	139.294	1027.90000	137.324	0.90425	139.167	0.90026	121.051	51.95400	0	0	0	0
1731678602	118.644	1016.70000	138.997	0.90063	139.528	0.89948	139.587	1027.83000	137.325	0.90425	139.168	0.90026	121.052	51.94900	0	0	0	0
1731678603	118.197	1016.80000	138.999	0.90063	139.530	0.89948	139.220	1027.87000	137.327	0.90424	139.170	0.90025	121.102	51.94800	0	0	0	0
1731678604	118.331	1016.70000	139.000	0.90062	139.532	0.89947	139.624	1027.83000	137.329	0.90424	139.172	0.90025	121.044	51.95000	0	0	0	0
1731678605	120.163	1016.50000	139.002	0.90062	139.534	0.89947	139.440	1027.91000	137.331	0.90423	139.174	0.90025	121.077	51.94300	0	0	0	0
1731678606	118.637	1016.60000	139.004	0.90061	139.536	0.89946	139.394	1027.87000	137.333	0.90423	139.176	0.90024	121.068	51.94700	0	0	0	0
1731678607	119.032	1016.70000	139.006	0.90061	139.537	0.89946	139.156	1027.88000	137.334	0.90423	139.178	0.90024	121.108	51.93700	0	0	0	0
1731678608	118.860	1016.60000	139.008	0.90061	139.539	0.89946	139.376	1027.84000	137.336	0.90422	139.179	0.90023	121.115	51.93800	0	0	0	0
1731678609	119.426	1016.60000	139.009	0.90060	139.541	0.89945	139.486	1027.85000	137.338	0.90422	139.181	0.90023	121.078	51.94600	0	0	0	0
1731678610	117.363	1016.80000	139.012	0.90060	139.543	0.89945	139.248	1027.87000	137.340	0.90421	139.183	0.90023	121.098	51.94300	0	0	0	0
1731678611	119.993	1016.50000	139.013	0.90059	139.545	0.89944	139.688	1027.81000	137.342	0.90421	139.185	0.90022	121.097	51.94100	0	0	0	0
1731678612	119.099	1016.60000	139.015	0.90059	139.547	0.89944	139.725	1027.83000	137.344	0.90421	139.187	0.90022	121.090	51.93900	0	0	0	0
1731678613	117.609	1016.80000	139.017	0.90059	139.549	0.89944	139.119	1027.86000	137.345	0.90420	139.188	0.90021	121.116	51.93800	0	0	0	0
1731678614	118.816	1016.70000	139.019	0.90058	139.550	0.89943	139.550	1027.84000	137.347	0.90420	139.190	0.90021	121.077	51.94200	0	0	0	0
1731678615	120.719	1016.40000	139.020	0.90058	139.552	0.89943	139.404	1027.89000	137.349	0.90419	139.192	0.90021	121.108	51.94200	0	0	0	0
1731678616	122.298	1016.20000	139.022	0.90058	139.554	0.89943	139.890	1027.83000	137.351	0.90419	139.194	0.90020	121.121	51.94100	0	0	0	0
1731678617	119.315	1016.60000	139.024	0.90057	139.556	0.89942	139.303	1027.81000	137.353	0.90419	139.196	0.90020	121.086	51.94200	0	0	0	0
1731678618	118.659	1016.70000	139.026	0.90057	139.557	0.89942	139.716	1027.82000	137.355	0.90418	139.197	0.90019	121.097	51.93700	0	0	0	0
1731678619	119.464	1016.50000	139.027	0.90056	139.559	0.89941	139.752	1027.77000	137.357	0.90418	139.199	0.90019	121.091	51.95000	0	0	0	0
1731678620	119.248	1016.70000	139.029	0.90056	139.561	0.89941	139.385	1027.85000	137.358	0.90418	139.201	0.90019	121.083	51.93800	0	0	0	0
1731678621	120.007	1016.50000	139.031	0.90056	139.562	0.89941	139.633	1027.83000	137.360	0.90417	139.203	0.90018	121.115	51.94300	0	0	0	0
1731678622	119.963	1016.50000	139.033	0.90055	139.565	0.89940	139.330	1027.85000	137.361	0.90417	139.205	0.90018	121.094	51.93900	0	0	0	0
1731678623	119.114	1016.50000	139.035	0.90055	139.567	0.89940	139.394	1027.87000	137.363	0.90416	139.207	0.90017	121.109	51.93700	0	0	0	0
1731678624	118.264	1016.70000	139.036	0.90055	139.568	0.89939	139.862	1027.82000	137.365	0.90416	139.209	0.90017	121.118	51.93900	0	0	0	0
